1745369764.902943 server started (52921): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1745369764.902976 on Linux 6.14.2-300.fc42.x86_64 #1 SMP PREEMPT_DYNAMIC Thu Apr 10 21:50:55 UTC 2025
1745369764.902993 using libevent 2.1.12-stable poll
1745369764.902999 using ncurses 6.5 20240629
1745369764.912595 cmdq_get_command: [bind-key/0x562621e7c8b0] group 562
1745369764.912598 cmdq_append <global>: [bind-key/0x562621e7c8b0]
1745369764.912612 yylex_token: end at WS
1745369764.912615 yylex_token: bind
1745369764.912617 yylex_token: end at WS
1745369764.912620 yylex_token: -N
1745369764.912623 yylex_token: end at WS
1745369764.912626 yylex_token: Set the main-vertical-mirrored layout
1745369764.912629 yylex_token: end at WS
1745369764.912631 yylex_token: M-7
1745369764.912635 yylex_token: end at WS
1745369764.912637 yylex_token: select-layout
1745369764.912640 yylex_token: end at WS
1745369764.912643 yylex_token: main-vertical-mirrored
1745369764.912646 cmd_parse_build_commands 0:0: bind
1745369764.912649 cmd_parse_build_commands 0:1: -N
1745369764.912652 cmd_parse_build_commands 0:2: Set the main-vertical-mirrored layout
1745369764.912655 cmd_parse_build_commands 0:3: M-7
1745369764.912658 cmd_parse_build_commands 0:4 0:0: select-layout
1745369764.912661 cmd_parse_build_commands 0:4 0:1: main-vertical-mirrored
1745369764.912665 cmd_parse_build_commands 0:0: select-layout
1745369764.912667 cmd_parse_build_commands 0:1: main-vertical-mirrored
1745369764.912672 args_parse_flags: next main-vertical-mirrored
1745369764.912675 args_parse: flags end at 1 of 2
1745369764.912678 args_parse: 1 = main-vertical-mirrored (type STRING)
1745369764.912682 cmd_parse_build_commands: select-layout main-vertical-mirrored
1745369764.912685 args_parse_flags: next -N
1745369764.912688 args_parse_flag_argument: -N = Set the main-vertical-mirrored layout
1745369764.912690 args_parse_flags: next M-7
1745369764.912693 args_parse: flags end at 3 of 5
1745369764.912696 args_parse: 3 = M-7 (type STRING)
1745369764.912701 args_parse: 4 = select-layout main-vertical-mirrored (type COMMANDS)
1745369764.912708 cmd_parse_build_commands: bind-key -N "Set the main-vertical-mirrored layout" M-7 { select-layout main-vertical-mirrored }
1745369764.912712 cmdq_get_command: [bind-key/0x562621e7b180] group 570
1745369764.912715 cmdq_append <global>: [bind-key/0x562621e7b180]
1745369764.912719 yylex_token: end at WS
1745369764.912722 yylex_token: bind
1745369764.912725 yylex_token: end at WS
1745369764.912727 yylex_token: -N
1745369764.912733 yylex_token: end at WS
1745369764.912737 yylex_token: Select the next window with an alert
1745369764.912740 yylex_token: end at WS
1745369764.912742 yylex_token: M-n
1745369764.912745 yylex_token: end at WS
1745369764.912748 yylex_token: next-window
1745369764.912750 yylex_token: end at WS
1745369764.912753 yylex_token: -a
1745369764.912756 cmd_parse_build_commands 0:0: bind
1745369764.912759 cmd_parse_build_commands 0:1: -N
1745369764.912762 cmd_parse_build_commands 0:2: Select the next window with an alert
1745369764.912765 cmd_parse_build_commands 0:3: M-n
1745369764.912768 cmd_parse_build_commands 0:4 0:0: next-window
1745369764.912770 cmd_parse_build_commands 0:4 0:1: -a
1745369764.912774 cmd_parse_build_commands 0:0: next-window
1745369764.912776 cmd_parse_build_commands 0:1: -a
1745369764.912780 args_parse_flags: next -a
1745369764.912783 args_parse_flags: -a
1745369764.912786 args_parse: flags end at 2 of 2
1745369764.912789 cmd_parse_build_commands: next-window -a
1745369764.912792 args_parse_flags: next -N
1745369764.912795 args_parse_flag_argument: -N = Select the next window with an alert
1745369764.912798 args_parse_flags: next M-n
1745369764.912800 args_parse: flags end at 3 of 5
1745369764.912803 args_parse: 3 = M-n (type STRING)
1745369764.912807 args_parse: 4 = next-window -a (type COMMANDS)
1745369764.912814 cmd_parse_build_commands: bind-key -N "Select the next window with an alert" M-n { next-window -a }
1745369764.912817 cmdq_get_command: [bind-key/0x562621e7cf10] group 578
1745369764.912820 cmdq_append <global>: [bind-key/0x562621e7cf10]
1745369764.912824 yylex_token: end at WS
1745369764.912827 yylex_token: bind
1745369764.912829 yylex_token: end at WS
1745369764.912832 yylex_token: -N
1745369764.912835 yylex_token: end at WS
1745369764.912838 yylex_token: Rotate through the panes in reverse
1745369764.912841 yylex_token: end at WS
1745369764.912843 yylex_token: M-o
1745369764.912847 yylex_token: end at WS
1745369764.912849 yylex_token: rotate-window
1745369764.912852 yylex_token: end at WS
1745369764.912854 yylex_token: -D
1745369764.912857 cmd_parse_build_commands 0:0: bind
1745369764.912860 cmd_parse_build_commands 0:1: -N
1745369764.912863 cmd_parse_build_commands 0:2: Rotate through the panes in reverse
1745369764.912866 cmd_parse_build_commands 0:3: M-o
1745369764.912869 cmd_parse_build_commands 0:4 0:0: rotate-window
1745369764.912872 cmd_parse_build_commands 0:4 0:1: -D
1745369764.912875 cmd_parse_build_commands 0:0: rotate-window
1745369764.912878 cmd_parse_build_commands 0:1: -D
1745369764.912881 args_parse_flags: next -D
1745369764.912884 args_parse_flags: -D
1745369764.912887 args_parse: flags end at 2 of 2
1745369764.912890 cmd_parse_build_commands: rotate-window -D
1745369764.912893 args_parse_flags: next -N
1745369764.912896 args_parse_flag_argument: -N = Rotate through the panes in reverse
1745369764.912899 args_parse_flags: next M-o
1745369764.912902 args_parse: flags end at 3 of 5
1745369764.912904 args_parse: 3 = M-o (type STRING)
1745369764.912908 args_parse: 4 = rotate-window -D (type COMMANDS)
1745369764.912914 cmd_parse_build_commands: bind-key -N "Rotate through the panes in reverse" M-o { rotate-window -D }
1745369764.912918 cmdq_get_command: [bind-key/0x562621e7d1b0] group 586
1745369764.912921 cmdq_append <global>: [bind-key/0x562621e7d1b0]
1745369764.912927 yylex_token: end at WS
1745369764.912930 yylex_token: bind
1745369764.912932 yylex_token: end at WS
1745369764.912935 yylex_token: -N
1745369764.912939 yylex_token: end at WS
1745369764.912942 yylex_token: Select the previous window with an alert
1745369764.912945 yylex_token: end at WS
1745369764.912947 yylex_token: M-p
1745369764.912950 yylex_token: end at WS
1745369764.912953 yylex_token: previous-window
1745369764.912955 yylex_token: end at WS
1745369764.912958 yylex_token: -a
1745369764.912961 cmd_parse_build_commands 0:0: bind
1745369764.912964 cmd_parse_build_commands 0:1: -N
1745369764.912967 cmd_parse_build_commands 0:2: Select the previous window with an alert
1745369764.912970 cmd_parse_build_commands 0:3: M-p
1745369764.912975 cmd_parse_build_commands 0:4 0:0: previous-window
1745369764.912979 cmd_parse_build_commands 0:4 0:1: -a
1745369764.912982 cmd_parse_build_commands 0:0: previous-window
1745369764.912985 cmd_parse_build_commands 0:1: -a
1745369764.912989 args_parse_flags: next -a
1745369764.912991 args_parse_flags: -a
1745369764.912994 args_parse: flags end at 2 of 2
1745369764.912998 cmd_parse_build_commands: previous-window -a
1745369764.913001 args_parse_flags: next -N
1745369764.913009 args_parse_flag_argument: -N = Select the previous window with an alert
1745369764.913012 args_parse_flags: next M-p
1745369764.913014 args_parse: flags end at 3 of 5
1745369764.913017 args_parse: 3 = M-p (type STRING)
1745369764.913021 args_parse: 4 = previous-window -a (type COMMANDS)
1745369764.913029 cmd_parse_build_commands: bind-key -N "Select the previous window with an alert" M-p { previous-window -a }
1745369764.913032 cmdq_get_command: [bind-key/0x562621e7c9b0] group 594
1745369764.913035 cmdq_append <global>: [bind-key/0x562621e7c9b0]
1745369764.913039 yylex_token: end at WS
1745369764.913042 yylex_token: bind
1745369764.913045 yylex_token: end at WS
1745369764.913047 yylex_token: -N
1745369764.913051 yylex_token: end at WS
1745369764.913054 yylex_token: Move the visible part of the window up
1745369764.913057 yylex_token: end at WS
1745369764.913059 yylex_token: -r
1745369764.913062 yylex_token: end at WS
1745369764.913064 yylex_token: S-Up
1745369764.913067 yylex_token: end at WS
1745369764.913070 yylex_token: refresh-client
1745369764.913073 yylex_token: end at WS
1745369764.913075 yylex_token: -U
1745369764.913078 yylex_token: end at WS
1745369764.913080 yylex_token: 10
1745369764.913084 cmd_parse_build_commands 0:0: bind
1745369764.913087 cmd_parse_build_commands 0:1: -N
1745369764.913090 cmd_parse_build_commands 0:2: Move the visible part of the window up
1745369764.913093 cmd_parse_build_commands 0:3: -r
1745369764.913095 cmd_parse_build_commands 0:4: S-Up
1745369764.913098 cmd_parse_build_commands 0:5 0:0: refresh-client
1745369764.913101 cmd_parse_build_commands 0:5 0:1: -U
1745369764.913104 cmd_parse_build_commands 0:5 0:2: 10
1745369764.913108 cmd_parse_build_commands 0:0: refresh-client
1745369764.913110 cmd_parse_build_commands 0:1: -U
1745369764.913113 cmd_parse_build_commands 0:2: 10
1745369764.913118 args_parse_flags: next -U
1745369764.913121 args_parse_flags: -U
1745369764.913124 args_parse_flags: next 10
1745369764.913126 args_parse: flags end at 2 of 3
1745369764.913129 args_parse: 2 = 10 (type STRING)
1745369764.913134 cmd_parse_build_commands: refresh-client -U 10
1745369764.913137 args_parse_flags: next -N
1745369764.913140 args_parse_flag_argument: -N = Move the visible part of the window up
1745369764.913143 args_parse_flags: next -r
1745369764.913145 args_parse_flags: -r
1745369764.913148 args_parse_flags: next S-Up
1745369764.913151 args_parse: flags end at 4 of 6
1745369764.913154 args_parse: 4 = S-Up (type STRING)
1745369764.913158 args_parse: 5 = refresh-client -U 10 (type COMMANDS)
1745369764.913166 cmd_parse_build_commands: bind-key -r -N "Move the visible part of the window up" S-Up { refresh-client -U 10 }
1745369764.913170 cmdq_get_command: [bind-key/0x562621e7d7c0] group 602
1745369764.913173 cmdq_append <global>: [bind-key/0x562621e7d7c0]
1745369764.913177 yylex_token: end at WS
1745369764.913180 yylex_token: bind
1745369764.913183 yylex_token: end at WS
1745369764.913185 yylex_token: -N
1745369764.913189 yylex_token: end at WS
1745369764.913192 yylex_token: Move the visible part of the window down
1745369764.913195 yylex_token: end at WS
1745369764.913197 yylex_token: -r
1745369764.913200 yylex_token: end at WS
1745369764.913202 yylex_token: S-Down
1745369764.913205 yylex_token: end at WS
1745369764.913208 yylex_token: refresh-client
1745369764.913211 yylex_token: end at WS
1745369764.913213 yylex_token: -D
1745369764.913216 yylex_token: end at WS
1745369764.913218 yylex_token: 10
1745369764.913221 cmd_parse_build_commands 0:0: bind
1745369764.913224 cmd_parse_build_commands 0:1: -N
1745369764.913229 cmd_parse_build_commands 0:2: Move the visible part of the window down
1745369764.913233 cmd_parse_build_commands 0:3: -r
1745369764.913236 cmd_parse_build_commands 0:4: S-Down
1745369764.913239 cmd_parse_build_commands 0:5 0:0: refresh-client
1745369764.913242 cmd_parse_build_commands 0:5 0:1: -D
1745369764.913244 cmd_parse_build_commands 0:5 0:2: 10
1745369764.913248 cmd_parse_build_commands 0:0: refresh-client
1745369764.913251 cmd_parse_build_commands 0:1: -D
1745369764.913254 cmd_parse_build_commands 0:2: 10
1745369764.913258 args_parse_flags: next -D
1745369764.913260 args_parse_flags: -D
1745369764.913263 args_parse_flags: next 10
1745369764.913266 args_parse: flags end at 2 of 3
1745369764.913269 args_parse: 2 = 10 (type STRING)
1745369764.913273 cmd_parse_build_commands: refresh-client -D 10
1745369764.913275 args_parse_flags: next -N
1745369764.913278 args_parse_flag_argument: -N = Move the visible part of the window down
1745369764.913281 args_parse_flags: next -r
1745369764.913284 args_parse_flags: -r
1745369764.913286 args_parse_flags: next S-Down
1745369764.913289 args_parse: flags end at 4 of 6
1745369764.913292 args_parse: 4 = S-Down (type STRING)
1745369764.913296 args_parse: 5 = refresh-client -D 10 (type COMMANDS)
1745369764.913304 cmd_parse_build_commands: bind-key -r -N "Move the visible part of the window down" S-Down { refresh-client -D 10 }
1745369764.913308 cmdq_get_command: [bind-key/0x562621e7e120] group 610
1745369764.913311 cmdq_append <global>: [bind-key/0x562621e7e120]
1745369764.913317 yylex_token: end at WS
1745369764.913320 yylex_token: bind
1745369764.913322 yylex_token: end at WS
1745369764.913325 yylex_token: -N
1745369764.913329 yylex_token: end at WS
1745369764.913331 yylex_token: Move the visible part of the window left
1745369764.913334 yylex_token: end at WS
1745369764.913337 yylex_token: -r
1745369764.913339 yylex_token: end at WS
1745369764.913342 yylex_token: S-Left
1745369764.913345 yylex_token: end at WS
1745369764.913348 yylex_token: refresh-client
1745369764.913350 yylex_token: end at WS
1745369764.913353 yylex_token: -L
1745369764.913355 yylex_token: end at WS
1745369764.913358 yylex_token: 10
1745369764.913361 cmd_parse_build_commands 0:0: bind
1745369764.913364 cmd_parse_build_commands 0:1: -N
1745369764.913367 cmd_parse_build_commands 0:2: Move the visible part of the window left
1745369764.913370 cmd_parse_build_commands 0:3: -r
1745369764.913373 cmd_parse_build_commands 0:4: S-Left
1745369764.913376 cmd_parse_build_commands 0:5 0:0: refresh-client
1745369764.913378 cmd_parse_build_commands 0:5 0:1: -L
1745369764.913381 cmd_parse_build_commands 0:5 0:2: 10
1745369764.913385 cmd_parse_build_commands 0:0: refresh-client
1745369764.913387 cmd_parse_build_commands 0:1: -L
1745369764.913390 cmd_parse_build_commands 0:2: 10
1745369764.913395 args_parse_flags: next -L
1745369764.913397 args_parse_flags: -L
1745369764.913400 args_parse_flags: next 10
1745369764.913402 args_parse: flags end at 2 of 3
1745369764.913405 args_parse: 2 = 10 (type STRING)
1745369764.913409 cmd_parse_build_commands: refresh-client -L 10
1745369764.913412 args_parse_flags: next -N
1745369764.913415 args_parse_flag_argument: -N = Move the visible part of the window left
1745369764.913418 args_parse_flags: next -r
1745369764.913420 args_parse_flags: -r
1745369764.913423 args_parse_flags: next S-Left
1745369764.913425 args_parse: flags end at 4 of 6
1745369764.913428 args_parse: 4 = S-Left (type STRING)
1745369764.913433 args_parse: 5 = refresh-client -L 10 (type COMMANDS)
1745369764.913440 cmd_parse_build_commands: bind-key -r -N "Move the visible part of the window left" S-Left { refresh-client -L 10 }
1745369764.913444 cmdq_get_command: [bind-key/0x562621e7e9d0] group 618
1745369764.913447 cmdq_append <global>: [bind-key/0x562621e7e9d0]
1745369764.913453 yylex_token: end at WS
1745369764.913456 yylex_token: bind
1745369764.913459 yylex_token: end at WS
1745369764.913461 yylex_token: -N
1745369764.913465 yylex_token: end at WS
1745369764.913468 yylex_token: Move the visible part of the window right
1745369764.913473 yylex_token: end at WS
1745369764.913476 yylex_token: -r
1745369764.913479 yylex_token: end at WS
1745369764.913482 yylex_token: S-Right
1745369764.913485 yylex_token: end at WS
1745369764.913487 yylex_token: refresh-client
1745369764.913490 yylex_token: end at WS
1745369764.913492 yylex_token: -R
1745369764.913495 yylex_token: end at WS
1745369764.913497 yylex_token: 10
1745369764.913501 cmd_parse_build_commands 0:0: bind
1745369764.913503 cmd_parse_build_commands 0:1: -N
1745369764.913506 cmd_parse_build_commands 0:2: Move the visible part of the window right
1745369764.913509 cmd_parse_build_commands 0:3: -r
1745369764.913512 cmd_parse_build_commands 0:4: S-Right
1745369764.913516 cmd_parse_build_commands 0:5 0:0: refresh-client
1745369764.913518 cmd_parse_build_commands 0:5 0:1: -R
1745369764.913521 cmd_parse_build_commands 0:5 0:2: 10
1745369764.913525 cmd_parse_build_commands 0:0: refresh-client
1745369764.913527 cmd_parse_build_commands 0:1: -R
1745369764.913530 cmd_parse_build_commands 0:2: 10
1745369764.913534 args_parse_flags: next -R
1745369764.913537 args_parse_flags: -R
1745369764.913539 args_parse_flags: next 10
1745369764.913542 args_parse: flags end at 2 of 3
1745369764.913545 args_parse: 2 = 10 (type STRING)
1745369764.913549 cmd_parse_build_commands: refresh-client -R 10
1745369764.913552 args_parse_flags: next -N
1745369764.913555 args_parse_flag_argument: -N = Move the visible part of the window right
1745369764.913558 args_parse_flags: next -r
